Liferay Portal Portlet Bridge Soy API
Liferay Map Common
Liferay Portal Mobile Device Detection FiftyOneDegrees API
Liferay Frontend Editor API
Liferay Staging Lang
Liferay Site Navigation Admin API
Liferay Meris API
Liferay Journal Lang
org.osgi:org.osgi.util.function
Liferay Portal OSGi Debug API
Liferay Portal Component Blacklist API
Liferay Frontend CSS Common
Liferay Asset Tags Navigation API
Liferay Portal Output Stream Container API
Liferay Layout Admin API
Liferay Portal OSGi Web Jasper Plugins Taglib
Liferay Portal Target Platform Indexer API
Liferay Portal Workflow Lang
Liferay Layout Set Prototype API
Liferay Password Policies Admin API
Liferay Frontend JS AUI Web
Liferay Asset Categories Navigation API
Liferay Roles Admin API
Liferay Site Navigation Lang
Apache ServiceMix :: Specs :: Annotation API 1.3
Liferay Portal Bundle Blacklist API
Liferay Petra IO Delta
Liferay Social User Statistics API
Liferay Ratings API
Liferay Portal Spring Extender API
Liferay Portal Settings Lang
Liferay Blogs Recent Bloggers API
Liferay Dynamic Data Mapping Lang
Liferay Frontend JS Metal Web
Liferay Asset Tags API
Liferay User Groups Admin API
Liferay Announcements API
Liferay Wiki Engine Lang
Commons IO
Liferay Portal Remote JAXRS Whiteboard JAXB JSON
Liferay OAuth2 Provider Scope API
Liferay Frontend Theme Unstyled
Liferay Site Navigation Language API
JSR 353 (JSON Processing) API
OSGi System Bundle
Liferay Frontend JS Polyfill Babel Web
Liferay Layout Prototype API
Liferay Adaptive Media Image JS Web
Liferay Social Activities API
Liferay Product Navigation Simulation API
Liferay Reading Time Editor Plugin
Liferay Frontend JS Node Shims
Liferay Frontend Theme Styled
Liferay Portal OSGi Web WAB Generator API
Liferay OAuth2 Provider Scope SPI
Liferay Portal Scripting Groovy Context API
Liferay Product Navigation Simulation Theme Contributor
Liferay Site Navigation Menu Item API
Liferay Blog Apio API,Liferay Apio Architect API
Liferay Adaptive Media Demo Data Creator API,Liferay Adaptive Media Image API
Liferay Social Bookmarks API,OSGi System Bundle
Liferay Portal Log4j Extender,OSGi System Bundle
Liferay Analytics API,Liferay Analytics API
Liferay Staging Portlet Data Handler,OSGi System Bundle
Liferay ImageIO Plugins,OSGi System Bundle
Liferay Petra Model Adapter,OSGi System Bundle
Liferay Site Navigation Item Selector API,Liferay Item Selector API
Liferay Map API,OSGi System Bundle
Liferay Organizations Item Selector API,Liferay Item Selector API
Liferay Commerce User Segment Item Selector API,Liferay Item Selector API
Liferay Commerce Product Item Selector API,Liferay Item Selector API
Liferay Users Admin Item Selector API,Liferay Item Selector API
Liferay Text Localizer Address API,OSGi System Bundle
Liferay Portal Upgrade API,OSGi System Bundle
Liferay Portal Remote SOAP Extender API,OSGi System Bundle
Liferay Journal Item Selector API,Liferay Item Selector API
Liferay Blogs Item Selector API,Liferay Item Selector API
Liferay Portlet Configuration Icon Locator Implementation,OSGi System Bundle
Liferay Portal Executor,OSGi System Bundle
Liferay User Groups Admin Item Selector API,Liferay Item Selector API
Liferay Portal Instances API,OSGi System Bundle
Liferay Portlet Configuration Icon Edit Guest,OSGi System Bundle
Liferay Portal Template Soy Context Contributor,OSGi System Bundle
Liferay Layout Item Selector API,Liferay Item Selector API
Liferay Portal URL Builder API,OSGi System Bundle
Liferay Frontend Theme Favicon Servlet,OSGi System Bundle
Liferay Portal Background Task Web,OSGi System Bundle
Liferay Commerce Lang,OSGi System Bundle
Liferay Portal OSGi Web Servlet API,OSGi System Bundle
Liferay Journal Content Asset Addon Entry API,OSGi System Bundle
Liferay Organization Apio API,Liferay Apio Architect API
Liferay Comment Sanitizer,OSGi System Bundle
Liferay Frontend Editor Lang,OSGi System Bundle
Liferay Commerce Item Selector API,Liferay Item Selector API
Liferay Category Apio API,Liferay Apio Architect API
Liferay Asset Publisher API,OSGi System Bundle
Liferay Social Bookmarks Analytics,OSGi System Bundle
Liferay Ratings Analytics,OSGi System Bundle
Liferay Staging API,OSGi System Bundle
Liferay Portal POP Notifications,OSGi System Bundle
Liferay Portal Init Servlet Filter,OSGi System Bundle
Liferay Frontend Image Editor API,OSGi System Bundle
Liferay Portlet Configuration Icon Help,OSGi System Bundle
Liferay Portlet Configuration Icon Minimize,OSGi System Bundle
Liferay Portlet Configuration Icon Print,OSGi System Bundle
Liferay Portal Security SSO Token API,OSGi System Bundle
Liferay Asset Display Implementation,Liferay Asset Display API
Liferay Portal LPKG Deployer API,OSGi System Bundle
Liferay Commerce User API,OSGi System Bundle
Liferay Portlet Configuration Icon Refresh,OSGi System Bundle
Liferay Person Apio API,Liferay Apio Architect API
Liferay Document Library Analytics,OSGi System Bundle
Expression Language 3.0,Expression Language 3.0
Liferay Commerce Health Status API,OSGi System Bundle
Liferay Portal Configuration Extender,OSGi System Bundle
Liferay Commerce Organization API,OSGi System Bundle
Liferay Configuration Admin API,OSGi System Bundle
Liferay Folder Apio API,Liferay Apio Architect API
Liferay Comment Analytics,OSGi System Bundle
Liferay Petra Doulos,OSGi System Bundle
Liferay Petra JSON Web Service Client,OSGi System Bundle
Liferay Portal Security Audit Event Generators API,OSGi System Bundle
Liferay Hello Soy Navigation Web,OSGi System Bundle
Liferay Portal OSGi Web WAB Spring Bridge API,OSGi System Bundle
Liferay Staging Security,OSGi System Bundle
Liferay Vocabulary Apio API,Liferay Apio Architect API
org.osgi:org.osgi.service.metatype,OSGi System Bundle
Liferay Product Navigation Control Menu Theme Contributor,OSGi System Bundle
Liferay Portal Social Activity Extender,OSGi System Bundle
Liferay Comment Editor Configuration,OSGi System Bundle
Liferay Commerce Admin API,OSGi System Bundle
Liferay Knowledge Base Item Selector API,Liferay Item Selector API
Liferay Dynamic Data Mapping Form Analytics,OSGi System Bundle
Liferay Layout API,OSGi System Bundle
Woodstox XML-processor,OSGi System Bundle
Liferay Asset Display API,OSGi System Bundle
Liferay Portal Relationship API,OSGi System Bundle
Liferay Portal Weblogic Support,OSGi System Bundle
Liferay Site Apio API,Liferay Apio Architect API
Liferay Portal DAO ORM Custom SQL API,OSGi System Bundle
Liferay Keyword Apio API,Liferay Apio Architect API
Liferay Portal Custom JSP Bag API,OSGi System Bundle
Liferay Asset API,OSGi System Bundle
Liferay Web Page Element Apio API,Liferay Apio Architect API
Liferay Portlet Configuration Icon Maximize,OSGi System Bundle
Liferay Petra Mail Template,OSGi System Bundle
Liferay Layout Apio API,Liferay Apio Architect API
Liferay Media Object Apio API,Liferay Apio Architect API
Liferay Asset Display Page Item Selector API,Liferay Item Selector API
Liferay Comment API,Liferay Message Boards API
Liferay Portal JMX API,OSGi System Bundle
Liferay Portal Class Loader Tracker,OSGi System Bundle
Liferay Portal Scripting API,OSGi System Bundle
Liferay Frontend CSS Web,OSGi System Bundle
Liferay OSGi Felix File Install Configuration Cleaner,OSGi System Bundle
Liferay External Reference API,OSGi System Bundle
Liferay Portal Security Export Import API,OSGi System Bundle
Liferay Portlet Configuration Icon Close,OSGi System Bundle
Liferay Asset Web,OSGi System Bundle
Liferay Comment Ratings Definition,OSGi System Bundle
Liferay Portal Instance Lifecycle API,OSGi System Bundle
Liferay Journal Editor Configuration,OSGi System Bundle
Liferay Document Library Repository Search,OSGi System Bundle
Stax2 API,OSGi System Bundle
Liferay Announcements Editor Configuration,OSGi System Bundle
Liferay Comment Apio API,Liferay Apio Architect API
Liferay Portal Workflow API,OSGi System Bundle
Liferay Frontend JS Loader Modules Extender API,OSGi System Bundle
